category,bfs,municipality,provider,price
Typ IV,5590,Pully,Services industriels Lausanne,9.59
Typ IV,5591,Renens (VD),Services industriels Lausanne,9.59
Typ IV,5592,Romanel-sur-Lausanne,Services industriels Lausanne,9.59
Typ IV,5601,Chexbres,Energiapro SA,10.79
Typ IV,5604,Forel (Lavaux),Energiapro SA,10.79
Typ IV,5606,Lutry,Services industriels Lausanne,9.59
Typ IV,5607,Puidoux,Energiapro SA,10.79
Typ IV,5609,Rivaz,Energiapro SA,10.79
Typ IV,5610,Saint-Saphorin (Lavaux),Energiapro SA,10.79
Typ IV,5611,Savigny,Energiapro SA,10.79
Typ IV,5613,Bourg-en-Lavaux,Energiapro SA,10.79
Typ IV,5621,Aclens,Energiapro SA,10.79
Typ IV,5622,Bremblens,Energiapro SA,10.79
Typ IV,5623,Buchillon,Services industriels Lausanne,9.59
Typ IV,5624,Bussigny-près-Lausanne,Services industriels Lausanne,9.59
Typ IV,5625,Bussy-Chardonney,Energiapro SA,10.79
Typ IV,5627,Chavannes-près-Renens,Services industriels Lausanne,9.59
Typ IV,5629,Clarmont,Energiapro SA,10.79
Typ IV,5631,Denens,Energiapro SA,10.79
Typ IV,5632,Denges,Services industriels Lausanne,9.59
Typ IV,5633,Echandens,Energiapro SA,10.79
Typ IV,5633,Echandens,Services industriels Lausanne,9.59
Typ IV,5634,Echichens,Energiapro SA,10.79
Typ IV,5635,Ecublens (VD),Services industriels Lausanne,9.59
Typ IV,5636,Etoy,Services industriels Lausanne,9.59
Typ IV,5637,Lavigny,"Commune d""Aubonne, Services Industriels",7.75
Typ IV,5638,Lonay,Services industriels Lausanne,9.59
Typ IV,5639,Lully (VD),Energiapro SA,10.79
Typ IV,5640,Lussy-sur-Morges,Energiapro SA,10.79
Typ IV,5642,Morges,Services industriels Morges Service du gaz,9.88
Typ IV,5643,Préverenges,Services industriels Lausanne,9.59
Typ IV,5644,Reverolle,Energiapro SA,10.79
Typ IV,5645,Romanel-sur-Morges,Energiapro SA,10.79
Typ IV,5646,Saint-Prex,Services industriels Lausanne,9.59
Typ IV,5648,Saint-Sulpice (VD),Services industriels Lausanne,9.59
Typ IV,5649,Tolochenaz,Services industriels Lausanne,9.59
Typ IV,5651,Villars-Sainte-Croix,Energiapro SA,10.79
Typ IV,5652,Villars-sous-Yens,Energiapro SA,10.79
Typ IV,5653,Vufflens-le-Château,Energiapro SA,10.79
Typ IV,5654,Vullierens,Energiapro SA,10.79
Typ IV,5655,Yens,Energiapro SA,10.79
Typ IV,5661,Boulens,Energiapro SA,10.79
Typ IV,5669,Curtilles,Energiapro SA,10.79
Typ IV,5671,Dompierre (VD),Energiapro SA,10.79
Typ IV,5673,Hermenches,Energiapro SA,10.79
Typ IV,5674,Lovatens,Energiapro SA,10.79
Typ IV,5675,Lucens,Energiapro SA,10.79
Typ IV,5678,Moudon,"Administration communale de Moudon,Services industriels",10.88
Typ IV,5678,Moudon,Energiapro SA,10.79
Typ IV,5680,Ogens,Energiapro SA,10.79
Typ IV,5683,Prévonloup,Energiapro SA,10.79
Typ IV,5688,Syens,Energiapro SA,10.79
Typ IV,5692,Vucherens,Energiapro SA,10.79
Typ IV,5693,Montanaire,Energiapro SA,10.79
Typ IV,5715,Duillier,Services industriels de Nyon,8.92
Typ IV,5716,Eysins,Services industriels de Nyon,8.92
Typ IV,5721,Gland,Services industriels Lausanne,9.59
Typ IV,5724,Nyon,Services industriels de Nyon,8.92
Typ IV,5725,Prangins,Services industriels de Nyon,8.92
Typ IV,5728,Signy-Avenex,Services industriels de Nyon,8.92
Typ IV,5732,Vich,Services industriels Lausanne,9.59
Typ IV,5741,"L""Abergement",Vo Energies,9.96
Typ IV,5742,Agiez,Urbagaz S.A.,9.33
Typ IV,5743,Arnex-sur-Orbe,Urbagaz S.A.,9.33
Typ IV,5744,Ballaigues,Vo Energies,9.96
Typ IV,5747,Bofflens,Urbagaz S.A.,9.33
Typ IV,5749,Chavornay,Urbagaz S.A.,9.33
Typ IV,5750,Les Clées,Vo Energies,9.96
Typ IV,5752,Croy,Urbagaz S.A.,9.33
Typ IV,5755,Lignerolle,Vo Energies,9.96
Typ IV,5756,Montcherand,Urbagaz S.A.,9.33
Typ IV,5757,Orbe,Urbagaz S.A.,9.33
Typ IV,5761,Romainmôtier-Envy,Urbagaz S.A.,9.33
Typ IV,5763,Valeyres-sous-Rances,Urbagaz S.A.,9.33
Typ IV,5764,Vallorbe,Vo Energies,9.96
Typ IV,5765,Vaulion,Vo Energies,9.96
Typ IV,5766,Vuiteboeuf,Service des Energies,8.82
Typ IV,5785,Corcelles-le-Jorat,Energiapro SA,10.79
Typ IV,5788,Essertes,Energiapro SA,10.79
Typ IV,5790,Maracon,Energiapro SA,10.79
Typ IV,5792,Montpreveyres,Energiapro SA,10.79
Typ IV,5799,Servion,Energiapro SA,10.79
Typ IV,5803,Vulliens,Energiapro SA,10.79
Typ IV,5804,Jorat-Menthue,Energiapro SA,10.79
Typ IV,5805,Oron,Energiapro SA,10.79
Typ IV,5812,Champtauroz,Energiapro SA,10.79
Typ IV,5816,Corcelles-près-Payerne,Groupe E Celsius,8.00
Typ IV,5819,Henniez,Energiapro SA,10.79
Typ IV,5822,Payerne,Groupe E Celsius,8.00
Typ IV,5827,Trey,Energiapro SA,10.79
Typ IV,5827,Trey,Groupe E Celsius,8.00
Typ IV,5828,Treytorrens (Payerne),Energiapro SA,10.79
Typ IV,5830,Villarzel,Energiapro SA,10.79
Typ IV,5831,Valbroye,Energiapro SA,10.79
Typ IV,5853,Bursins,Services industriels Lausanne,9.59
Typ IV,5856,Essertines-sur-Rolle,Services industriels Lausanne,9.59
Typ IV,5857,Gilly,Services industriels Lausanne,9.59
Typ IV,5858,Luins,Services industriels Lausanne,9.59
Typ IV,5859,Mont-sur-Rolle,Services industriels Lausanne,9.59
Typ IV,5860,Perroy,Services industriels Lausanne,9.59
Typ IV,5861,Rolle,"Administration communale de Rolle, Services techniques",8.36
Typ IV,5862,Tartegnin,Services industriels Lausanne,9.59
Typ IV,5863,Vinzel,Services industriels Lausanne,9.59
Typ IV,5881,Blonay,Energiapro SA,10.79
Typ IV,5882,Chardonne,Energiapro SA,10.79
Typ IV,5883,Corseaux,Energiapro SA,10.79
Typ IV,5884,Corsier-sur-Vevey,Energiapro SA,10.79
Typ IV,5885,Jongny,Energiapro SA,10.79
Typ IV,5886,Montreux,Energiapro SA,10.79
Typ IV,5888,Saint-Légier-La Chiésaz,Energiapro SA,10.79
Typ IV,5889,La Tour-de-Peilz,Energiapro SA,10.79
Typ IV,5890,Vevey,Energiapro SA,10.79
Typ IV,5891,Veytaux,Energiapro SA,10.79
Typ IV,5903,Bioley-Magnoux,Energiapro SA,10.79
Typ IV,5904,Chamblon,Service des Energies,8.82
Typ IV,5905,Champvent,Service des Energies,8.82
Typ IV,5907,Chavannes-le-Chêne,Energiapro SA,10.79
Typ IV,5909,Cheseaux-Noréaz,Service des Energies,8.82
Typ IV,5911,Cuarny,Energiapro SA,10.79
Typ IV,5912,Démoret,Energiapro SA,10.79
Typ IV,5914,Ependes (VD),Service des Energies,8.82
Typ IV,5919,Mathod,Service des Energies,8.82
Typ IV,5922,Montagny-près-Yverdon,Service des Energies,8.82
Typ IV,5926,Pomy,Service des Energies,8.82
Typ IV,5928,Rovray,Energiapro SA,10.79
Typ IV,5931,Treycovagnes,Service des Energies,8.82
Typ IV,5933,Valeyres-sous-Montagny,Service des Energies,8.82
Typ IV,5935,Villars-Epeney,Energiapro SA,10.79
Typ IV,5938,Yverdon-les-Bains,Service des Energies,8.82
Typ IV,5939,Yvonand,Energiapro SA,10.79
Typ IV,6404,Boudry,Viteos S.A.,8.49
Typ IV,6407,Corcelles-Cormondrèche,Viteos S.A.,8.49
Typ IV,6408,Cortaillod,Viteos S.A.,8.49
Typ IV,6412,Peseux,Viteos S.A.,8.49
Typ IV,6416,Milvignes,Viteos S.A.,8.49
Typ IV,6421,La Chaux-de-Fonds,Viteos S.A.,8.49
Typ IV,6431,Les Brenets,Viteos S.A.,8.49
Typ IV,6436,Le Locle,Viteos S.A.,8.49
Typ IV,6454,Hauterive,Viteos S.A.,8.49
Typ IV,6458,Neuchâtel,Viteos S.A.,8.49
Typ IV,6459,Saint-Blaise,Viteos S.A.,8.49
Typ IV,6461,La Tène,Viteos S.A.,8.49
Typ IV,6487,Val-de-Ruz,Viteos S.A.,8.49
Typ IV,6512,Val-de-Tarvers,Viteos S.A.,8.49
Typ IV,6602,Anières,Services Industriels de Genève SIG,7.80
Typ IV,6605,Bardonnex,Services Industriels de Genève SIG,7.80
Typ IV,6606,Bellevue,Services Industriels de Genève SIG,7.80
Typ IV,6607,Bernex,Services Industriels de Genève SIG,7.80
Typ IV,6608,Carouge (GE),Services Industriels de Genève SIG,7.80
Typ IV,6612,Chêne-Bougeries,Services Industriels de Genève SIG,7.80
Typ IV,6613,Chêne-Bourg,Services Industriels de Genève SIG,7.80
Typ IV,6614,Choulex,Services Industriels de Genève SIG,7.80
Typ IV,6616,Collonge-Bellerive,Services Industriels de Genève SIG,7.80
Typ IV,6617,Cologny,Services Industriels de Genève SIG,7.80
Typ IV,6618,Confignon,Services Industriels de Genève SIG,7.80
Typ IV,6619,Corsier (GE),Services Industriels de Genève SIG,7.80
Typ IV,6620,Dardagny,Services Industriels de Genève SIG,7.80
Typ IV,6621,Genève,Services Industriels de Genève SIG,7.80
Typ IV,6622,Genthod,Services Industriels de Genève SIG,7.80
Typ IV,6623,Le Grand-Saconnex,Services Industriels de Genève SIG,7.80
Typ IV,6625,Hermance,Services Industriels de Genève SIG,7.80
Typ IV,6628,Lancy,Services Industriels de Genève SIG,7.80
Typ IV,6629,Meinier,Services Industriels de Genève SIG,7.80
Typ IV,6630,Meyrin,Services Industriels de Genève SIG,7.80
Typ IV,6631,Onex,Services Industriels de Genève SIG,7.80
Typ IV,6632,Perly-Certoux,Services Industriels de Genève SIG,7.80
Typ IV,6633,Plan-les-Ouates,Services Industriels de Genève SIG,7.80
Typ IV,6634,Pregny-Chambésy,Services Industriels de Genève SIG,7.80
Typ IV,6636,Puplinge,Services Industriels de Genève SIG,7.80
Typ IV,6637,Russin,Services Industriels de Genève SIG,7.80
Typ IV,6638,Satigny,Services Industriels de Genève SIG,7.80
Typ IV,6640,Thônex,Services Industriels de Genève SIG,7.80
Typ IV,6641,Troinex,Services Industriels de Genève SIG,7.80
Typ IV,6642,Vandoeuvres,Services Industriels de Genève SIG,7.80
Typ IV,6643,Vernier,Services Industriels de Genève SIG,7.80
Typ IV,6644,Versoix,Services Industriels de Genève SIG,7.80
Typ IV,6645,Veyrier,Services Industriels de Genève SIG,7.80
Typ IV,1023,Ballwil,WWZ Energie AG,9.29
Typ IV,1024,Emmen,ewl energie wasser luzern,8.72
Typ IV,1030,Hitzkirch,WWZ Energie AG,9.29
Typ IV,1031,Hochdorf,WWZ Energie AG,9.29
Typ IV,1033,Inwil,ewl energie wasser luzern,8.72
Typ IV,1039,Römerswil,WWZ Energie AG,9.29
Typ IV,1040,Rothenburg,ewl energie wasser luzern,8.72
Typ IV,1054,Ebikon,ewl energie wasser luzern,8.72
Typ IV,1058,Horw,ewl energie wasser luzern,8.72
Typ IV,1059,Kriens,ewl energie wasser luzern,8.72
Typ IV,1061,Luzern,ewl energie wasser luzern,8.72
Typ IV,1063,Meggen,ewl energie wasser luzern,8.72
Typ IV,1098,Ruswil,ewl energie wasser luzern,8.72
Typ IV,1107,Wolhusen,ewl energie wasser luzern,8.72
Typ IV,1125,Dagmersellen,ewl energie wasser luzern,8.72
Typ IV,1136,Menznau,ewl energie wasser luzern,8.72
Typ IV,1137,Nebikon,ewl energie wasser luzern,8.72
Typ IV,1139,Pfaffnau,IB Langenthal AG,6.12
Typ IV,1140,Reiden,ewl energie wasser luzern,8.72
Typ IV,1140,Reiden,StWZ Energie AG,8.37
Typ IV,1147,Wikon,StWZ Energie AG,8.37
Typ IV,1301,Einsiedeln,Erdgas Einsiedeln AG,8.59
Typ IV,1321,Feusisberg,EW Höfe AG,7.67
Typ IV,1322,Freienbach,EW Höfe AG,7.67
Typ IV,1323,Wollerau,EW Höfe AG,7.67
Typ IV,1331,Küssnacht (SZ),Erdgas Innerschwyz AG,10.29
Typ IV,1341,Altendorf,Energie Zürichsee Linth AG,7.95
Typ IV,1342,Galgenen,Energie Zürichsee Linth AG,7.95
Typ IV,1344,Lachen,Energie Zürichsee Linth AG,7.95
Typ IV,1345,Reichenburg,Energie Zürichsee Linth AG,7.95
Typ IV,1346,Schübelbach,Energie Zürichsee Linth AG,7.95
Typ IV,1347,Tuggen,Energie Zürichsee Linth AG,7.95
Typ IV,1349,Wangen (SZ),Energie Zürichsee Linth AG,7.95
Typ IV,1362,Arth,Erdgas Innerschwyz AG,10.29
Typ IV,1364,Ingenbohl,Erdgas Innerschwyz AG,10.29
Typ IV,1365,Lauerz,Erdgas Innerschwyz AG,10.29
Typ IV,1372,Schwyz,Erdgas Innerschwyz AG,10.29
Typ IV,1373,Steinen,Erdgas Innerschwyz AG,10.29
Typ IV,1701,Baar,WWZ Energie AG,9.29
Typ IV,1702,Cham,WWZ Energie AG,9.29
Typ IV,1703,Hünenberg,WWZ Energie AG,9.29
Typ IV,1707,Risch,WWZ Energie AG,9.29
Typ IV,1708,Steinhausen,WWZ Energie AG,9.29
Typ IV,1711,Zug,WWZ Energie AG,9.29
Typ IV,3668,Thusis,IBC Energie Wasser Chur,7.03
Typ IV,3722,Domat/Ems,IBC Energie Wasser Chur,7.03
Typ IV,3901,Chur,IBC Energie Wasser Chur,7.13
Typ IV,3945,Trimmis,IBC Energie Wasser Chur,7.03
Typ IV,3946,Untervaz,IBC Energie Wasser Chur,7.03
Typ IV,3955,Landquart,IBC Energie Wasser Chur,6.93
Typ IV,6023,Conthey,OIKEN SA,7.31
Typ IV,6024,Nendaz,OIKEN SA,7.31
Typ IV,6025,Vétroz,OIKEN SA,7.31
Typ IV,6113,Salgesch,OIKEN SA,7.31
Typ IV,6136,Martigny,Sinergy Commerce S.A.,6.70
Typ IV,6152,Collombey-Muraz,Energiapro SA,10.79
Typ IV,6153,Monthey,Energiapro SA,10.79
Typ IV,6154,Port-Valais,Energiapro SA,10.79
Typ IV,6155,Saint-Gingolph,Energiapro SA,10.79
Typ IV,6158,Vionnaz,Energiapro SA,10.79
Typ IV,6159,Vouvry,Energiapro SA,10.79
Typ IV,6201,Unterbäch,OIKEN SA,7.31
Typ IV,6215,Massongex,Energiapro SA,10.79
Typ IV,6217,Saint-Maurice,Energiapro SA,10.79
Typ IV,6220,Vérossaz,Energiapro SA,10.79
Typ IV,6232,Chalais,OIKEN SA,7.31
Typ IV,6235,Chippis,OIKEN SA,7.31
Typ IV,6238,Grône,OIKEN SA,7.31
Typ IV,6239,Icogne,OIKEN SA,7.31
Typ IV,6240,Lens,OIKEN SA,7.31
Typ IV,6241,Miège,OIKEN SA,7.31
Typ IV,6246,Saint-Léonard,OIKEN SA,7.31
Typ IV,6248,Sierre,OIKEN SA,7.51
Typ IV,6249,Venthône,OIKEN SA,7.31
Typ IV,6250,Veyras,OIKEN SA,7.31
Typ IV,6253,Crans-Montana,OIKEN SA,7.31
Typ IV,6253,Crans-Montana,OIKEN SA,7.31
Typ IV,6265,Savièse,OIKEN SA,7.31
Typ IV,6266,Sion,OIKEN SA,7.31
Typ IV,5002,Bellinzona,Metanord S.A.,9.14
Typ IV,5003,Cadenazzo,Metanord S.A.,9.14
Typ IV,5141,Agno,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5148,Bedano,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5151,Bioggio,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5162,Cadempino,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5167,Canobbio,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5176,Comano,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5180,Cureglia,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5186,Grancia,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5187,Gravesano,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5189,Lamone,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5192,Lugano,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5194,Manno,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5196,Massagno,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5199,Mezzovico-Vira,Metanord S.A.,9.14
Typ IV,5203,Morcote,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5205,Muzzano,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5208,Origlio,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5210,Paradiso,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5214,Porza,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5221,Savosa,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5225,Sorengo,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5227,Torricella-Taverne,Metanord S.A.,9.14
Typ IV,5231,Vezia,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5236,"Collina d""Oro",Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5238,Monteceneri,Metanord S.A.,9.14
Typ IV,5242,Balerna,AGE SA,8.07
Typ IV,5250,Chiasso,AGE SA,8.07
Typ IV,5251,Coldrerio,AGE SA,8.07
Typ IV,5251,Coldrerio,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5254,Mendrisio,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5254,Mendrisio,Aziende Industriali Mendrisio AIM,8.17
Typ IV,5257,Morbio Inferiore,AGE SA,8.07
Typ IV,5260,Novazzano,AGE SA,8.07
Typ IV,5260,Novazzano,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5263,Riva San Vitale,Aziende Industriali Lugano (AIL) SA,7.26
Typ IV,5268,Vacallo,AGE SA,8.07
Typ IV,5398,Gambarogno,Metanord S.A.,9.14
Typ IV,301,Aarberg,Seelandgas AG,8.37
Typ IV,302,Bargen (BE),Seelandgas AG,8.37
Typ IV,303,Grossaffoltern,Seelandgas AG,8.37
Typ IV,305,Kappelen,Seelandgas AG,8.37
Typ IV,306,Lyss,Seelandgas AG,8.37
Typ IV,311,Schüpfen,Seelandgas AG,8.37
Typ IV,321,Aarwangen,IB Langenthal AG,6.12
Typ IV,329,Langenthal,IB Langenthal AG,6.12
Typ IV,331,Lotzwil,IB Langenthal AG,6.12
Typ IV,332,Madiswil,IB Langenthal AG,6.12
Typ IV,342,Thunstetten,IB Langenthal AG,6.12
Typ IV,351,Bern,Energie Wasser Bern,8.89
Typ IV,353,Bremgarten bei Bern,Energie Wasser Bern,8.49
Typ IV,354,Kirchlindach,Energie Wasser Bern,8.77
Typ IV,355,Köniz,Energie Wasser Bern,8.99
Typ IV,356,Muri bei Bern,Gemeindebetriebe Muri,7.93
Typ IV,360,Wohlen bei Bern,Gasversorgung Wohlen,8.38
Typ IV,361,Zollikofen,Energie Wasser Bern,8.78
Typ IV,362,Ittigen,Energie Wasser Bern,8.79
Typ IV,363,Ostermundigen,Energie Wasser Bern,8.79
Typ IV,371,Biel/Bienne,"Energie Service Biel/Bienne, Stadt",8.69
Typ IV,372,Evilard,"Energie Service Biel/Bienne, Region",8.19
Typ IV,381,Arch,Städtische Werke Grenchen,7.64
Typ IV,383,Büren an der Aare,Städtische Werke Grenchen,7.64
Typ IV,387,Lengnau (BE),Städtische Werke Grenchen,7.64
Typ IV,401,Aefligen,Localnet AG,7.26
Typ IV,404,Burgdorf,Localnet AG,7.26
Typ IV,405,Ersigen,Localnet AG,7.26
Typ IV,412,Kirchberg (BE),Localnet AG,7.26
Typ IV,415,Lyssach,Localnet AG,7.26
Typ IV,418,Oberburg,Localnet AG,7.26
Typ IV,420,Rüdtligen-Alchenflüh,Localnet AG,7.26
Typ IV,441,Renan (BE),"Ville de St.-Imier, Services techniques",7.66
Typ IV,443,Saint-Imier,"Ville de St.-Imier, Services techniques",7.66
Typ IV,445,Sonvilier,"Ville de St.-Imier, Services techniques",7.66
Typ IV,448,Villeret,"Ville de St.-Imier, Services techniques",7.66
Typ IV,533,Bätterkinden,Regio Energie Solothurn,7.40
Typ IV,540,Jegenstorf,Localnet AG,7.26
Typ IV,544,Moosseedorf,Gasversorgung Grauholz,6.14
Typ IV,546,Münchenbuchsee,Energie Wasser Bern,8.89
Typ IV,551,Urtenen-Schönbühl,Gasversorgung Urtenen-Schönbühl,6.83
Typ IV,552,Utzenstorf,Regio Energie Solothurn,7.40
Typ IV,572,Bönigen,IBI Industrielle Betriebe Interlaken,9.62
Typ IV,581,Interlaken,Erdgas Thunersee AG,7.70
Typ IV,581,Interlaken,IBI Industrielle Betriebe Interlaken,9.62
Typ IV,587,Matten bei Interlaken,IBI Industrielle Betriebe Interlaken,9.62
Typ IV,593,Unterseen,IBI Industrielle Betriebe Interlaken,9.62
Typ IV,612,Konolfingen,Energie Thun AG,7.82
Typ IV,733,Brügg,"Energie Service Biel/Bienne, Region",8.19
Typ IV,739,Ipsach,"Energie Service Biel/Bienne, Region",8.19
Typ IV,743,Nidau,"Energie Service Biel/Bienne, Region",8.19
Typ IV,744,Orpund,"Energie Service Biel/Bienne, Region",8.19
Typ IV,745,Port,"Energie Service Biel/Bienne, Region",8.19
Typ IV,746,Safnern,"Energie Service Biel/Bienne, Region",8.19
Typ IV,749,Studen (BE),"Energie Service Biel/Bienne, Region",8.19
Typ IV,755,Worben,Seelandgas AG,8.37
Typ IV,928,Heimberg,Energie Thun AG,7.82
Typ IV,929,Hilterfingen,Energie Thun AG,7.82
Typ IV,934,Oberhofen am Thunersee,Energie Thun AG,7.82
Typ IV,939,Steffisburg,Energie Thun AG,7.82
Typ IV,942,Thun,Energie Thun AG,7.82
Typ IV,973,Bollodingen,EWK Herzogenbuchsee AG,6.99
Typ IV,977,Heimenhausen,EWK Herzogenbuchsee AG,6.99
Typ IV,979,Herzogenbuchsee,EWK Herzogenbuchsee AG,6.99
Typ IV,981,Niederbipp,Sogas AG,8.20
Typ IV,982,Niederönz,EWK Herzogenbuchsee AG,6.99
Typ IV,983,Oberbipp,Sogas AG,8.20
Typ IV,984,Oberönz,EWK Herzogenbuchsee AG,6.99
Typ IV,989,Thörigen,EWK Herzogenbuchsee AG,6.99
Typ IV,10,Obfelden,WWZ Energie AG,9.29
Typ IV,11,Ottenbach,WWZ Energie AG,9.29
Typ IV,112,Bubikon,Gemeindewerke Rüti,6.55
Typ IV,113,Dürnten,Gemeindewerke Rüti,6.55
Typ IV,117,Hinwil,Gemeindewerke Rüti,6.55
Typ IV,119,Seegräben,Stadtwerke Wetzikon,5.86
Typ IV,121,Wetzikon (ZH),Stadtwerke Wetzikon,5.86
Typ IV,131,Adliswil,Energie 360° AG,7.17
Typ IV,133,Horgen,Gemeindewerke Horgen,6.92
Typ IV,135,Kilchberg (ZH),"Gemeinde Kilchberg, Abteilung Tiefbau/Werke",5.12
Typ IV,136,Langnau am Albis,"Gemeinde Thalwil,  Gasversorgung",7.14
Typ IV,137,Oberrieden,"Gemeinde Thalwil,  Gasversorgung",7.14
Typ IV,138,Richterswil,Gas- und Wasserversorgung Richterswil,5.52
Typ IV,139,Rüschlikon,"Gemeinde Thalwil,  Gasversorgung",7.14
Typ IV,14,Wettswil am Albis,Energie 360° AG,7.17
Typ IV,141,Thalwil,"Gemeinde Thalwil,  Gasversorgung",7.14
Typ IV,151,Erlenbach (ZH),Energie 360° AG,7.17
Typ IV,152,Herrliberg,Energie 360° AG,7.17
Typ IV,153,Hombrechtikon,Energie 360° AG,7.17
Typ IV,154,Küsnacht (ZH),Werke am Zürichsee AG Küsnacht,5.89
Typ IV,155,Männedorf,Energie 360° AG,7.17
Typ IV,156,Meilen,Energie 360° AG,7.17
Typ IV,158,Stäfa,Energie 360° AG,7.17
Typ IV,159,Uetikon am See,Energie 360° AG,7.17
Typ IV,161,Zollikon,Werke am Zürichsee AG Zollikon,5.92
Typ IV,172,Fehraltorf,Energie 360° AG,7.17
Typ IV,177,Pfäffikon,Gemeindewerke Pfäffikon ZH,7.44
Typ IV,191,Dübendorf,Glattwerk AG,6.80
Typ IV,193,Fällanden,Energie 360° AG,7.17
Typ IV,194,Greifensee,Energie 360° AG,7.17
Typ IV,195,Maur,Energie 360° AG,7.17
Typ IV,197,Schwerzenbach,Energie 360° AG,7.17
Typ IV,198,Uster,"Energie Uster AG, Elektrizität, Erdgas, Wärme, Wasser",7.10
Typ IV,199,Volketswil,Energie 360° AG,7.17
Typ IV,2,Affoltern am Albis,WWZ Energie AG,9.29
Typ IV,200,Wangen-Brüttisellen,"die werke,  versorgung wallisellen ag",7.24
Typ IV,224,Pfungen,Gasversorgung Pfungen,6.48
Typ IV,226,Schlatt (ZH),"SH Power, Schaffhausen",7.48
Typ IV,230,Winterthur,Stadtwerk Winterthur,8.30
Typ IV,242,Birmensdorf (ZH),Energie 360° AG,7.17
Typ IV,243,Dietikon,"die werke, versorgung wallisellen ag",7.24
Typ IV,243,Dietikon,"Stadt Dietikon,Infrastrukturabteilung",5.57
Typ IV,244,Geroldswil,Energie 360° AG,7.17
Typ IV,245,Oberengstringen,Energie 360° AG,7.17
Typ IV,247,Schlieren,Gasversorgung Schlieren,7.87
Typ IV,249,Unterengstringen,Energie 360° AG,7.17
Typ IV,250,Urdorf,Energie 360° AG,7.17
Typ IV,251,Weiningen (ZH),Energie 360° AG,7.17
Typ IV,261,Zürich,Energie 360° AG,7.17
Typ IV,27,Feuerthalen,"SH Power, Schaffhausen",7.48
Typ IV,29,Flurlingen,"SH Power, Schaffhausen",8.26
Typ IV,2919,Stetten (SH),"SH Power, Schaffhausen",7.48
Typ IV,2920,Thayngen,"SH Power, Schaffhausen",7.48
Typ IV,293,Wädenswil,Stadt Wädenswil Werke,7.22
Typ IV,2932,Beringen,"SH Power, Schaffhausen",7.48
Typ IV,2937,Neuhausen am Rheinfall,"SH Power, Schaffhausen",8.26
Typ IV,2939,Schaffhausen,"SH Power, Schaffhausen",7.48
Typ IV,2964,Stein am Rhein,Stadtwerke Konstanz GmbH  Abt. Gasversorgung,6.99
Typ IV,298,Wiesendangen,Energie 360° AG,7.17
Typ IV,3,Bonstetten,Energie 360° AG,7.17
Typ IV,4001,Aarau,Eniwa AG,9.01
Typ IV,4003,Buchs (AG),Eniwa AG,9.01
Typ IV,4005,Erlinsbach (AG),Eniwa AG,8.96
Typ IV,4006,Gränichen,Eniwa AG,8.96
Typ IV,4008,Küttigen,Eniwa AG,8.96
Typ IV,4009,Muhen,Eniwa AG,8.96
Typ IV,4010,Oberentfelden,Eniwa AG,8.96
Typ IV,4012,Suhr,Eniwa AG,8.96
Typ IV,4013,Unterentfelden,Eniwa AG,8.96
Typ IV,4021,Baden,Regionalwerke AG Baden,8.64
Typ IV,4024,Birmenstorf (AG),Regionalwerke AG Baden,8.64
Typ IV,4026,Ennetbaden,Regionalwerke AG Baden,8.64
Typ IV,4027,Fislisbach,Regionalwerke AG Baden,8.64
Typ IV,4029,Gebenstorf,IBB Energie AG,8.94
Typ IV,4030,Killwangen,Regionalwerke AG Baden,8.64
Typ IV,4032,Mägenwil,IBB Energie AG,8.94
Typ IV,4033,Mellingen,Regionalwerke AG Baden,8.64
Typ IV,4034,Neuenhof,Regionalwerke AG Baden,8.64
Typ IV,4038,Obersiggenthal,Regionalwerke AG Baden,8.64
Typ IV,4040,Spreitenbach,Energie 360° AG,7.17
Typ IV,4042,Turgi,IBB Energie AG,8.94
Typ IV,4044,Untersiggenthal,IBB Energie AG,8.94
Typ IV,4045,Wettingen,Regionalwerke AG Baden,8.44
